title,text,subject,date
Former Trump campaign adviser delivers 'irrelevant' documents to congressional committees,"WASHINGTON (Reuters) - Former Trump campaign adviser Carter Page on Thursday delivered subpoenaed documents he described as â€œirrelevant and unnecessaryâ€ to two congressional committees investigating alleged Russian interference in the 2016 presidential election. Page, an oil industry consultant with numerous contacts in Russia, told Reuters in a text message that he delivered the documents to the Senate and House intelligence committees. â€œJust dropped irrelevant and unnecessary documents off for the Witch Hunt,â€ Page said in his text. â€œOn to bigger and better things now.â€ Page delivered the documents two weeks after acknowledging in an appearance before the House panel that he had not provided all relevant documents sought by a subpoena, including emails in which he and another former Trump campaign foreign policy adviser, George Papadopoulos, were included. According to a transcript of his testimony released last week, Page said that he had not turned over the emails because he assumed that the committee â€œmost likely would have received them from others already.â€ He agreed to submit them. Under subsequent questioning, Page first cited his Fifth Amendment right against self-incrimination as a reason for withholding documents relevant to the committee subpoena. He then said that, â€œNothing would directly incriminate me,â€ but added that he was concerned about discrepancies between documents he withheld and materials collected by a government eavesdropping operation under a secret Foreign Intelligence Surveillance Act warrant.  Papadopoulos pleaded guilty last month to a charge of lying to the FBI about his efforts to arrange a meeting during the 2016 campaign between then-Republican candidate Donald Trump and Russian President Vladimir Putin. Papadopolous also agreed to cooperate with the investigation led by Special Counsel Robert Mueller of possible collusion between the Trump campaign and Moscow. Russia denies interfering in the 2016 campaign. Trump denies there was any collusion between his campaign and what U.S. intelligence agencies charge was a Russian influence operation that was intended to sway the vote to Trump over his Democratic challenger, Hillary Clinton. ",politicsNews,"November 16, 2017 "
"Mattis sees opportunity for talks if North Korea halts missile tests, development","COLORADO SPRINGS, Colo. (Reuters) - U.S. Defense Secretary Jim Mattis said on Thursday there could be an opportunity for talks between North Korea and the United States if Pyongyang stopped testing and developing its nuclear and missile programs. â€œSo long as they stop testing, stop developing, they donâ€™t export their weapons, there would be opportunity for talks,â€ Mattis told reporters on a military plane. While Washington has said that all options, including military, are on the table in dealing with North Korea, it has stressed its preference is for a diplomatic solution. Visiting Seoul last week, U.S. President Donald Trump warned North Korea he was prepared to use the full range of American military power to stop any attack, but also urged Pyongyang to â€œmake a deal.â€  Trump, who had previously called negotiations with North Korea a waste of time, has offered no clear path to talks. Pyongyang has made clear it has little interest in negotiations, at least until it has developed a nuclear-tipped missile capable of hitting the U.S. mainland. The last North Korean missile test was carried out almost two months ago, but U.S. officials say they have seen no signs that Pyongyang has stopped development. Mattis said the U.S. military was closely watching why there had been no missile launches recently, but declined to give potential reasons for it.  There are concerns in South Korea that any potential U.S. strikes against North Koreaâ€™s nuclear and missile programs could provoke devastating North Korean retaliation against South Korea. Earlier this week, a senior South Korean official said Trump should â€œunder no circumstancesâ€ take military action against North Korea without the consent of the government in Seoul. In Colorado, Mattis will visit the U.S. Northern Command and the North American Aerospace Defense Command (NORAD), which are responsible for homeland defense, including tracking and potentially intercepting North Korean missiles. ",politicsNews,"November 16, 2017 "
Trump acknowledges thanks from UCLA players released from China,"WASHINGTON (Reuters) - U.S. President Donald Trump on Thursday acknowledged the thanks he received from three UCLA basketball players who had been detained in China for shoplifting and were released after he raised the case with his Chinese counterpart. The players - LiAngelo Ball, Cody Riley and Jalen Hill - have admitted to stealing items from three stores during a team trip to China. Before they thanked Trump on Wednesday for intervening with Chinese President Xi Jinping, the Republican president had wondered whether they would express gratitude. â€œTo the three UCLA basketball players I say: Youâ€™re welcome, go out and give a big Thank You to President Xi Jinping of China who made your release possible and, HAVE A GREAT LIFE!â€ Trump said in a tweet. â€œBe careful, there are many pitfalls on the long and winding road of life!â€ After the players returned from China on Tuesday, Trump tweeted: â€œDo you think the three UCLA Basketball Players will say thank you President Trump? They were headed for 10 years in jail!â€ The trio, all freshmen, have been suspended indefinitely from the University of California, Los Angeles, basketball team. They had faced charges after police took them in for questioning in the Chinese city of Hangzhou on Nov. 7 over allegations of shoplifting at a Louis Vuitton store. Their team had been in China for a game against Georgia Tech in Shanghai on Saturday, which UCLA won 63-60. The teams had traveled to Hangzhou earlier in the week. ",politicsNews,"November 16, 2017 "
Republican senator: Tax plan needs more relief for pass-through businesses,"WASHINGTON (Reuters) - A Republican senator who has publicly opposed the current draft of the Senate tax reform plan said on Thursday he wants to see more tax relief for pass-through businesses, like partnerships, because he sees them as the source of U.S. economic growth. â€œI want more of the tax relief on the business side to flow to pass-through industries because I really do believe they are the true engine of economic growth and job creation,â€ Senator Ron Johnson told CNN, but gave no details about specific fixes. Johnson later told CNBC that despite his opposition to the current draft, he was optimistic Republicans can pass a tax reform plan this year.    ",politicsNews,"November 16, 2017 "
Moderate Collins back in prominent role in Senate tax drama,"WASHINGTON (Reuters) - Senator Susan Collins is back in the spotlight as a crucial swing vote in the U.S. Senate as she raises questions about how combining a Republican tax-cut plan with a partial repeal of Obamacare will affect middle-class Americans.  A day after Senate Republican leader Mitch McConnell decided to link the two issues in a risky strategy, Collins, a moderate Republican from Maine, was citing data that she called worrisome, casting new doubts over the tax planâ€™s outlook. She told reporters in the Capitol on Wednesday that her staffâ€™s research showed pairing tax cuts with an effective repeal of the individual mandate of Obamacare, formally known as the Affordable Care Act (ACA), could be a mistake. â€œI have data that demonstrates for certain middle-income individuals and couples, who do not qualify for subsidies under the ACA ... that the premium increase will outweigh the tax cut that they get,â€ she said. â€œI suspected this, based on what I know about insurance markets, but now I have the actual data.â€ Collins was one of a handful of Republicans who voted in July to block a broader Republican attempt to dismantle Obamacare, former Democratic President Barack Obamaâ€™s signature healthcare law. The failure of the final repeal effort, in which Collins was joined in opposition by fellow Republicans John McCain and Lisa Murkowski, was a stinging defeat for President Donald Trump and Republican congressional leaders eager to fulfill their campaign promise to scrap Obamacare. Collins, 64, a senator since 1997, decided last month against running for governor of Maine in favor of staying in the Senate, where her status as a centrist Republican willing to work with Democrats has made her one of the most influential members of Congress. That has become especially obvious in recent months. After her role in halting Obamacare repeal efforts during the summer, she said in September she would oppose another Republican healthcare overhaul, known as Cassidy-Graham, leaving it short of the votes needed to pass. She cited concerns about its proposed cuts to the Medicaid healthcare program for the poor. Collins, along with McCain, Murkowski and Senator Ron Johnson, has emerged in the past 24 hours as pivotal to winning Senate approval of the tax-cut plan, which is backed by the president and is critical to the partyâ€™s 2018 electoral prospects as they seek their first major legislative win since Trump took office in January. In an unexpected move, McConnell on Tuesday inserted a proposed individual mandate repeal in the Senate tax plan. The mandate, long opposed by Republicans, requires Americans to have health insurance or pay a federal fine. The rule is meant to ensure enough young, healthy people are in Obamacare to offset the costs of covering sicker and older people. Repealing the mandate, the nonpartisan Congressional Budget Office said last week, would increase the number of Americans without health insurance by 13 million by 2027 and raise average Obamacare marketplace insurance policy premiums by about 10 percent annually over the next decade. That premium increase could cancel out any tax-cut gains some middle-class Americans stand to make under the Senate tax plan, according to the research cited by Collins, who oversaw Maineâ€™s Bureau of Insurance before she came to the Senate. Collins has not taken a stand on the tax plan. â€œI am going to wait and evaluate what is in the bill,â€ she said. â€œI do believe our taxes need to be overhauled. ... I just donâ€™t know why we had to complicate it by bringing up the ACA.â€ Johnson, in a statement on Wednesday, said: â€œNeither the House nor Senate bill provide fair treatment, so I do not support either in their current version.â€ The Wisconsin lawmaker added he would work with his Republican colleagues to produce better legislation. Murkowski, when asked on Wednesday if she backed the tax-cut plan with a mandate repeal, said she was focused on opening Alaskaâ€™s Arctic National Wildlife Refuge (ANWR) to oil drilling, a key goal for the Alaska lawmaker. A committee that Murkowski chairs on Wednesday passed a bill to open ANWR to drilling, which is now expected to be attached to the tax legislation. ",politicsNews,"November 16, 2017 "
Two Senate Republicans critical of party's tax plan,"WASHINGTON (Reuters) - A Senate Republican tax plan that would repeal the Obamacare mandate and give permanent tax cuts only to U.S. corporations drew fire from two Republican lawmakers on Wednesday in what could be a sign of trouble for the sweeping measure.  Republican Senator Ron Johnson of Wisconsin said he would not support the current Senator proposal, or a separate tax bill being debated in the House of Representatives, because he believes they unfairly benefit corporations over other kinds of enterprises, including small businesses. Senator Susan Collins, one of three Republicans who opposed a Republican Obamacare repeal effort earlier this year, warned that some middle-income taxpayers could see tax cuts wiped out by higher health insurance premiums if the repeal of the Affordable Care Actâ€™s mandate goes through.   Their views could signal problems for Senate Republicans, who want to pass tax legislation by December but can afford to lose no more than two votes from their ranks because they have only a 52-48 majority in the Senate. Democrats have called the Republican tax plans a giveaway to the rich and corporations. â€œNeither the House nor Senate bill provide fair treatment, so I do not support either in their current version,â€ Johnson said in a statement, adding he would still work with his Republican colleagues to produce better legislation. Senate Republicans produced a new plan late on Tuesday that would guarantee permanent tax cuts for corporations but only temporarily lower tax bills for individuals and small businesses, while tying the overall package to an effective repeal of a key part of Obamacare, former Democratic President Barack Obamaâ€™s signature healthcare law. Exposing the tax-cut initiative to the same political risks that wrecked a mid-2017 anti-Obamacare push by Republicans, Senate tax committee chief Orrin Hatch unveiled an amendment that he defended as helpful to the middle class. Collins, a Maine Republican, told reporters that adding the mandate repeal was a mistake. â€œThis is going to be difficult and I just donâ€™t know why we had to complicate it by bringing up the ACA,â€ she said. Several moderate Republicans including Collins and John McCain have not said if they support the tax plan. The new Republican plan, Hatch said at a committee meeting, would expand the child tax credit and slightly reduce some middle-class tax rates. Taken together, those changes â€œwill let us channel even more tax relief to the middle class,â€ he said. But those changes would be temporary, while a deep cut in the corporate tax rate would be permanent under Hatchâ€™s plan, which was widely expected to become the main vehicle for Republicans efforts to revamp the tax code before year end. The effort is seen by Republicans as critical to their prospects of retaining power in Washington in the November 2018 congressional elections. So far, Republicans and President Donald Trump have no major legislative victories from 2017 to show voters despite controlling the White House and Congress.  They are hoping the tax cut will fix that problem and have made progress in recent days while Trump toured Asian capitals. He returned late on Tuesday and was scheduled to meet with lawmakers on Thursday. The House began debating its tax bill on Wednesday, with a full vote expected on Thursday. The Senate and House tax plans must eventually be reconciled and merged into a final plan that can pass both chambers before it goes to Trump to sign into law.  By including an effective repeal of Obamacareâ€™s individual mandate, Senate Republicans likely ended any possibility of gaining support from Democrats. â€œThis is not just another garden variety attack on the Affordable Care Act, or ACA. This is repeal of that law,â€ said Senator Ron Wyden, the finance committeeâ€™s top Democrat. He blasted Republicans for setting a â€œdouble standardâ€ by guaranteeing permanent tax cuts only for corporations. The individual mandate clause of Obamacare requires healthy younger people to buy insurance or pay a federal penalty. The aim is to hold down coverage costs for those sick or older. By repealing that penalty, Republicans would raise more than $318 billion over a decade to pay for tax cuts, according to the Joint Committee on Taxation, a nonpartisan unit of Congress. The nonpartisan Congressional Budget Office separately estimated last week that repealing the mandate would increase the number of uninsured Americans by 13 million by 2027.    Trump backed the inclusion of the mandate repeal in the tax bill, as do Republican conservatives in the Senate and House. U.S. House Speaker Paul Ryan told CNBC on Wednesday that while the House tax plan did not repeal the mandate, Republicans in that chamber would likely approve a final measure hammered out with the Senate that included it. Hatchâ€™s Senate plan would also expand access to deductions for â€œpass-throughâ€ businesses and increase the child tax credit to $2,000 from the earlier proposed $1,650. But those benefits would expire at the end of 2025. The changes would still allow the measure to comply with a deficit requirement that must be met if Senate Republicans are to pass the legislation with a simple majority. The Senate tax plan is required to add no more than $1.5 trillion over 10 years to the federal deficit and national debt. Otherwise, Senate Republicans would need 60 votes. ",politicsNews,"November 15, 2017 "
U.S. tax reform poses more risks for state and local governments,"CHICAGO/NEW YORK (Reuters) - State and local governments could suffer hits to revenue collections under the tax reform bills being considered in the U.S. Senate and House because of the potential loss of a federal subsidy applied to bond issues and because a proposed increase in the standard taypayer deductions would affect some states. These additional risks to state and local governments are coming to light as lawmakers and experts sift through the bills before the two chambers. State and local governments have already been grappling with the potential revenue-raising risks of provisions in the two bills that would eliminate or cap taxpayer deductions of state and local income, sales and property taxes from their federal tax bills. Analysts on Wednesday said that the U.S. House of Representatives bill, which was unveiled Nov. 2, could knock out a federal subsidy applied to billions of dollars of bonds sold by states and local governments in the aftermath of the Great Recession. The threat to the subsidy was disclosed in correspondence this week between the Congressional Budget Office and Representative Steny Hoyer, a Democrat who was seeking more details about the effects of the House tax bill.  Build America Bonds (BABs) were created under an economic stimulus law that allowed municipal issuers to sell for a limited time taxable debt with the federal government contributing 35 percent of interest costs. Between April 2009 and the end of 2010, $181.5 billion of BABs were sold in 2,351 issues.  The future federal subsidy on the $13.5 billion of BABs sold by California, the biggest issuer of the debt, totals $6.7 billion, according to the state treasurerâ€™s office. â€œRather than follow through on an earlier Congressional commitment to reimburse states for the costs of issuing Build America Bonds, which were used to jumpstart our Great-Recession-decimated economy, Congress instead wants to allow our nationâ€™s wealthiest tycoons to feed deeper at the public trough,â€ California Treasurer John Chiang said in a statement. â€œAs a result California taxpayers will be on the hook for $6.7 billion that could otherwise be used for education, public safety, and other vital public programs,â€ he added. The U.S. governmentâ€™s payment on BABs became subject to federal across-the-board spending cuts known as sequestration, resulting in subsidy cuts that ranged from 8.7 percent in 2013 to 6.6 percent in the current fiscal year, according to the Internal Revenue Service. The Congressional Budget Office said this week that the estimated $1.5 trillion increase over 10 years in the federal budget deficit under the House tax bill would, in fiscal 2018, wipe out funding for many programs subject to sequestration under federal law. That would leave BABs issuers without a federal subsidy, according to Bill Daly, governmental affairs director for the National Association of Bond Lawyers. But Congress has the ability to protect the BABsâ€™ subsidy. â€œSeems to us itâ€™s entirely a budgeting problem and all the Congress has to do is say the deficit will not be subject to sequestration,â€ said Philip Fischer, municipal research strategist at Bank of America Merrill Lynch.  So far in 2017, BABs have notched total returns of 7.17 percent, outpacing other fixed-income classes including U.S. Treasuries and corporate bonds, according to Bank of America Merrill Lynch indexes. In addition, big increases in federal standard deductions in both the House and Senate bills could cause revenue problems for eight states unless they take preemptive legislative action. For Colorado, Idaho, Minnesota, Missouri, North Dakota, South Carolina, Utah and Vermont a rise in the federal deduction would automatically increase the state deduction, decreasing tax collections, according to Ron Alt, senior manager of research at the Federation of Tax Administrators. ",politicsNews,"November 15, 2017 "
Republicans press U.S.-Russia uranium deal probe despite no wrongdoing findings,"WASHINGTON (Reuters) - Republican lawmakers are pressing forward with an investigation into the 2010 sale of a Canadian uranium company, which owned 20 percent of U.S. uranium supplies, to a Russian government firm, despite five congressional inquiries having found no evidence of wrongdoing. Copies of letters by the heads of two U.S. House of Representatives committees released on Wednesday showed they were seeking documents and other material on the deal from the FBI, the Treasury and State Departments and the Office of the Director of National Intelligence. The letters set a deadline of Nov. 30. Devin Nunes, chairman of the House Intelligence Committee, and Trey Gowdy, chairman of the House Oversight and Government Reform Committee, opened investigations on Oct. 24 into the agreement struck during the previous administration of President Barack Obama, a Democrat. The committees â€œhave questions ... about the review and approvalâ€ of the sale of Uranium One - which owned 20 percent of U.S. uranium supplies - by the U.S. Committee on Foreign Investment in the United States, or CFIUS, according to the letters. The committees also want to know if the FBI â€œhad evidence that Russian nuclear industry officials were engaged in bribery, kickbacks, extortion and money laundering,â€ the letters said. Although Hillary Clinton was not mentioned by name, the letters reflect unsubstantiated allegations by U.S. President Donald Trump, Republican lawmakers, and right-wing media that the 2016 Democratic nominee masterminded the approval of the sale in return for donations to the Clinton Foundation. Five committees in the U.S. House and Senate found no evidence that Clinton was behind the CFIUSâ€™ approval of the deal, according to congressional records. In Twitter posts, Trump has called for an investigation of the sale, and Attorney General Jeff Sessions said on Tuesday he is evaluating whether to appoint a special counsel.  Democrats and other critics say the allegations are baseless, and that Trump and his supporters are fanning them to distract attention from Special Counsel Robert Muellerâ€™s probe into whether there was any collusion between the Trump election campaign and Russia. While Clinton was Secretary of State at the time of the sale, her department has only one of nine votes on CFIUS, which is chaired by the Treasury Department and approved the sale unanimously. In addition, the State Department CFIUS seat was occupied not by her, but by Jose Fernandez, then-assistant secretary for economic, energy, and business affairs, who has said Clinton played no role in the decision. The sale also was approved by the Nuclear Regulatory Commission and Obama. In a related development, Representative Elijah Cummings, the top oversight committee Democrat, objected on Wednesday to the Republicansâ€™ refusal to give Democrats access to an unidentified FBI informant whom Republican lawmakers say has new evidence in the case.  In a letter to Gowdy, Cummings said Republican lawmaker Ron DeSantis told Fox News on Oct. 22 that he thought the informant could link the approval of the Uranium One sale to â€œmillions of dollarsâ€ that â€œsources connected to Uranium Oneâ€ donated to the Clinton Foundation. ",politicsNews,"November 16, 2017 "
Trump to tap nuclear industry lobbyist for U.S. Energy Dept job,"WASHINGTON (Reuters) - President Donald Trump plans to nominate Melissa Burnison, a nuclear energy industry lobbyist, to serve as assistant secretary in charge of congressional and intergovernmental affairs at the U.S. Energy Department, the White House said on Wednesday. Burnison is currently director of federal programs for the Nuclear Energy Institute,Â â€œwhere she plans, directs and executes legislative strategies for nuclear energy programs and policies on behalf of the nuclear energy industry,â€ the White House said in a statement.Â  Previously, she was a senior adviser at the Energy Department and at the U.S. House of Representativesâ€™ Committee on Natural Resources, where she advanced legislation to expand U.S. energy production and jobs, the statement said. ",politicsNews,"November 15, 2017 "
More worries in Congress over cuts at U.S. State Department,"WASHINGTON (Reuters) - Two senior U.S. senators asked Secretary of State Rex Tillerson on Wednesday to explain â€œquestionable management practicesâ€ at his department that they believe are weakening the countryâ€™s diplomatic power, adding to a chorus of concern in Congress. Republican Senator John McCain and Democratic Senator Jeanne Shaheen delivered a letter to Tillerson asking him to begin consulting with lawmakers on decisions that have an impact on recruiting, retaining and staffing the State Department, removing a hiring freeze and resuming promotions. McCain is chairman of the Senate Armed Services Committee and Shaheen is the top Democrat on the Senate Foreign Relations Committeeâ€™s subcommittee on State Department management. â€œWhile we support reasonable steps to improve the efficiency of the State Department, such efforts must be fully transparent, with the objective of enhancing, not diminishing, American diplomacy,â€ the senators wrote. They said declining morale, recruitment and retention of staff, a lack of experienced leadership and reports that diplomacy is becoming less effective â€œpaint a disturbing picture.â€ Many members of Congress, Democrats as well as some of President Donald Trumpâ€™s fellow Republicans, have rejected Trumpâ€™s proposal to cut the State Department budget by about 30 percent. Tillerson has embraced the plan, and imposed a hiring freeze while analyzing the agencyâ€™s operations and deciding how to reorganize them. On Tuesday, the Republican chairman and top Democrat on the Senate Foreign Relations Committee both blasted the agency for cuts in staff and what they described as a failure to have a plan for a proposed organization. The panelâ€™s top Democrat, Senator Ben Cardin, reiterated his concerns on Wednesday. â€œOur national security is being jeopardized by the employment and career decisions being made at the State Department,â€ he told reporters. It was not immediately clear how lawmakers could press the administration to change its policies, especially because Trumpâ€™s fellow Republicans, most of whom vote consistently with the president, hold majorities in both the Senate and the House of Representatives. A State Department representative said the department had received the letter and would â€œappropriately respond.â€ Tillerson has said his reorganization plan aimed to increase efficiency and to cut costs, with a target of saving at least 10 percent, or about $5 billion, over the next five years from fiscal-year 2017 levels.  Cardin said the impact of disorganization at the State Department was being felt internationally. â€œI could mention almost every place in the world,â€ he said. ",politicsNews,"November 15, 2017 "
Senate drops proposal to change taxes on startup stock options,"SAN FRANCISCO (Reuters) - Venture capitalists and startup executives, who had mounted a campaign against a proposal to change how the federal government taxes stock options, expressed relief on Wednesday after the U.S. Senate dropped the measure from its tax overhaul plan. The Senate tax bill had proposed taxing employee stock options, a crucial part of compensation at technology startups, as they vest. Options generally vest over a four-year period. The result would have been annual tax bills for startup employees that soared into the tens of thousands of dollars, warned startup founders and employees. Startup options give employees the right to purchase shares in the future and are illiquid, meaning employees cannot spend or save their options. The Senate removed that provision late Tuesday night following heavy lobbying from the National Venture Capital Association, the industry trade group, and an outpouring of opposition from Silicon Valley venture capitalists and entrepreneurs. They predicted the demise of the startup industry should the tax become law. â€œThe entrepreneurial ecosystem can breathe a sigh of relief,â€ said Bobby Franklin, president and chief executive of the trade association. More than 600 startups, investors and executives from companies such as Uber, Airbnb and Stripe signed a letter Tuesday to Senate Finance Committee Chairman Orrin Hatch, urging him to remove the provision. â€œThis shift would have profound negative consequences for technology startups by, among other things, undermining their ability to compete with large incumbents for employees,â€ they wrote in the letter, organized by technology advocacy group Engine. A spokesman for Hatch did not respond to a request for comment. The current tax code taxes employees only when they exercise their options. The Senate proposal would have required employees to pay regular income tax on the value gain of stock options even before cashing them in. The National Venture Capital Association (NVCA) was also successful in getting a similar proposal removed from the original House tax reform bill. â€œWe donâ€™t anticipate it coming back up again,â€ said Ben Veghte, spokesman for the NVCA. In the new version of the Senate bill, the finance committee also added language that would enable startup employees to defer for five years their stock options tax bill if they reach the deadline to exercise them but the company is still private and shares do not trade on the public markets. Venky Ganesan, managing director of Menlo Ventures, called the changes â€œconsistent with economic growth and job creation.â€ ",politicsNews,"November 15, 2017 "
Republican Senator Johnson opposes Senate tax proposal: WSJ,"WASHINGTON (Reuters) - Republican U.S. Senator Ron Johnson said he opposes the Senate Republican tax proposal because it unfairly benefits corporations more than other types of businesses. â€œIf they can pass it without me, let them,â€ Johnson told the Wall Street Journal in an interview. â€œIâ€™m not going to vote for this tax package.â€ ",politicsNews,"November 15, 2017 "
U.S. attorney general to meet with House intelligence panel,"WASHINGTON (Reuters) - U.S. Attorney General Jeff Sessions is scheduled to appear behind closed doors for an interview with the U.S. House of Representativesâ€™ intelligence committee on Nov. 30, a Department of Justice spokesman said on Wednesday. The panel is among several congressional committees, along with the Department of Justiceâ€™s special counsel Robert Mueller,  investigating alleged Russian interference in the 2016 presidential campaign and potential collusion by President Donald Trumpâ€™s campaign.  Moscow has denied any meddling. Trump has said there was no collusion. ",politicsNews,"November 15, 2017 "
U.S. Justice Dept eyes spring to release findings on FBI handling of Clinton email probe,"WASHINGTON (Reuters) - The internal watchdog at the U.S. Justice Department said on Wednesday he hopes to complete his review by early spring into whether the Federal Bureau of Investigation erred when it announced it was reopening its investigation into Democratic candidate Hillary Clintonâ€™s emails ahead of the 2016 presidential election. â€œWe have interviewed dozens of people. We are not at the 100 level yet, but weâ€™re in the dozens range. Weâ€™ve reviewed about 1.2 million records in the course of the investigation,â€ Justice Department Inspector General Michael Horowitz said, in testimony before a U.S. House of Representatives panel.  â€œWe are aiming to release the report in late winter/early spring, so hopefully in that March-April time period.â€  After a deluge of congressional requests, Horowitzâ€™s office earlier this year announced it would review the pre-election decision-making at the FBI. At the heart of the review is whether former FBI Director James Comey improperly made a series of public statements about the status of the bureauâ€™s investigation into Clintonâ€™s use of a private email server for official correspondence while she was Secretary of State. Comey, who was fired in May by U.S. President Donald Trump, had also led an investigation into whether the Trump campaign colluded with Russia to influence the 2016 election. The FBI does not typically discuss its investigations publicly. In the case of Clinton, however, Comey decided in July 2016 to hold a press conference and explain why the FBI had declined to refer Clinton for prosecution. He said at the time her actions were careless, but did not rise to criminal behavior. Comey in October 2016 sent Congress a letter saying the FBI needed to re-open its investigation after it uncovered new emails on the computer of former Representative Anthony Weiner, who had been married to one Clintonâ€™s top aides. Then on Nov. 6, 2016 - two days before the presidential election - Comey said the FBI had not uncovered any new evidence. Comeyâ€™s various public disclosures stirred a lot of controversy with some questioning whether he had violated the Hatch Act, which bars government employees from interfering with U.S. elections.  Republicans have also complained about why former U.S. Attorney General Loretta Lynch did not recuse herself from the matter after it was revealed she had met with former President Bill Clinton on board a plane while the investigation was still ongoing. The issues have recently prompted a handful of committees in the Republican-led U.S. Congress to open their own reviews into the same set of facts being probed by Horowitzâ€™s office. ",politicsNews,"November 15, 2017 "
U.S. tax panel chair sees support for Obamacare mandate repeal in tax bill,"WASHINGTON (Reuters) - The chairman of the House of Representativesâ€™ tax-writing committee on Wednesday predicted there will be strong support for repealing the Obamacare individual healthcare mandate when House-Senate negotiators hash out differences in their tax reform plans. â€œWeâ€™re very supportive of getting rid of that tax. Weâ€™re encouraged by the Senateâ€™s action; weâ€™re hopeful they pass it. And I think in conference committee youâ€™ll see strong support,â€ Representative Kevin Brady, a Republican, said in an interview with Fox News.  The House version of the tax bill, which will be voted on this week, does not repeal the mandate. ",politicsNews,"November 15, 2017 "
Trump administration releases rules on disclosing cyber flaws,"WASHINGTON (Reuters) - The Trump administration publicly released on Wednesday its rules for deciding whether to disclose cyber security flaws or keep them secret, in an effort to bring more transparency to a process that has long been cloaked in mystery. The move is an attempt by the U.S. government to address criticism that it too often jeopardizes internet security by stockpiling the cyber vulnerabilities it detects in order to preserve its ability to launch its own attacks on computer systems. The revised rules, published on whitehouse.gov, are intended to shed light on the process for how various federal agencies weigh the costs of keeping a flaw secret, said Rob Joyce, the White House cyber security coordinator. Speaking at an Aspen Institute event in Washington, Joyce said the rules were the â€œmost sophisticatedâ€ in the world and that they set the United States apart from most other nations.  Private companies, he said, â€œare not getting tips from China, Russia, North Korea, Iranâ€ about flaws in their technology. Under former President Barack Obama, the U.S. government created an inter-agency review, known as the Vulnerabilities Equities Process, to determine what to do with flaws unearthed primarily by intelligence agencies such as the National Security Agency (NSA).  The process is designed to balance law enforcement and U.S. intelligence desires to hack into devices with the need to warn manufacturers so that they can patch holes before criminals and other hackers take advantage of them. The new Trump administration charter on the process explains how it functions and names the agencies involved in the vulnerability reviews. They include intelligence agencies in addition to several civilian departments, including the Departments of Commerce, Treasury, Energy and State. The NSA is listed as the â€œexecutive secretariatâ€ of the inter-agency group, tasked with coordinating debate over flaws submitted by the various agencies if there is disagreement about whether to disclose them. If disagreements are not reconciled the group will vote on whether to disclose or retain the flaw. The rules also require an annual report, portions of which will be made public, that provides metrics about the amount of flaws discovered, retained and disclosed.  Decisions to retain vulnerabilities must be reconsidered every year, according to the charter.    The publication of the charter is â€œa major improvement,â€ said Ari Scwhartz, coordinator of the Coalition for Cybersecurity Policy and Law and a former Obama administration cyber official. The Obama administration sought to release a similar document before the end of last year but ran out of time, Schwartz said. Some security experts have long criticized the process as overly secretive and too often erring against disclosure.  Joyce said on Wednesday more than 90 percent of flaws are ultimately disclosed, though some critics say they are not shared quickly enough and that the most severe flaws are too often stockpiled. The criticism grew earlier this year when a global ransomware attack known as WannaCry infected computers in at least 150 countries, knocking hospitals offline and disrupting services at factories. The attack was made possible because of a flaw in Microsoftâ€™s Windows software that the NSA had used to build a hacking tool for its own use.  But in a breach U.S. investigators are still working to understand, that tool and others ended up in the hands of a mysterious group called the Shadow Brokers, which then published them online. Suspected North Korean hackers spotted the Windows flaw and repurposed it to unleash the WannaCry attack, according to cyber experts. North Korea has routinely denied involvement in cyber attacks against other countries. Asked about the WannaCry attack, Joyce declined to say whether the Windows flaw detected by the NSA went through the vulnerability review process. ",politicsNews,"November 15, 2017 "
House could pass tax reform if Senate adds health mandate repeal: Ryan,"WASHINGTON (Reuters) - The Republican-controlled U.S. House of Representatives could vote to pass a tax reform bill that also repeals the Obamacare health insurance mandate if the Senate includes the provision in its final version of the plan, U.S. House Speaker Paul Ryan said on Wednesday. In an interview on CNBC television, Ryan said House Republicans had not included such a repeal in its own bill and was waiting to see whether the Senate had the votes to approve a tax package that repeals the mandate, which requires Americans to obtain health insurance or pay a penalty. ",politicsNews,"November 15, 2017 "
